id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g
albio001,Albies,Ozzie,B,R,NLS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20230711,20230711
alcaj001,Alcala,Jorge,R,R,MIN,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20231001
alcas001,Alcantara,Sandy,R,R,MIA,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230903
alexs001,Alexander,Scott,L,L,SFN,55,55,8,47,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230921
alext001,Alexander,Tyler,R,L,DET,25,25,1,24,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230702
alfaj002,Alfaro,Jorge,R,R,BOS,8,0,0,0,6,0,0,0,0,0,0,0,0,2,0,1,20230708,20230731
alfaj002,Alfaro,Jorge,R,R,COL,10,0,0,0,2,0,0,0,0,0,0,0,0,7,3,0,20230615,20230629
allak001,Allard,Kolby,L,L,ATL,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20230628,20230716
alleg002,Allen,Greg,B,R,NYA,22,0,0,0,0,0,0,0,0,11,3,5,19,1,1,10,20230520,20230820
allel003,Allen,Logan,R,L,CLE,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,20230423,20230919
allen002,Allen,Nick,R,R,OAK,106,0,0,0,0,0,1,0,104,0,0,0,0,1,1,6,20230330,20231001
almoa001,Almonte,Abraham,B,R,NYN,8,0,0,0,0,0,0,0,0,1,0,1,2,3,5,0,20230808,20230826
almoy001,Almonte,Yency,R,R,LAN,49,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230811
alonp001,Alonso,Pete,R,R,NLS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20230711,20230711
alonp001,Alonso,Pete,R,R,NYN,154,0,0,0,0,144,0,0,0,0,0,0,0,9,0,0,20230330,20231001
altuj001,Altuve,Jose,R,R,HOU,101,0,0,0,0,0,98,0,0,0,0,0,0,1,1,0,20230519,20231023
alu-j001,Alu,Jake,L,R,WAS,51,0,0,0,0,0,24,5,0,27,0,0,27,0,5,0,20230509,20231001
alvaf001,Alvarez,Francisco,R,R,NYN,123,0,0,0,108,0,0,0,0,0,0,0,0,7,16,2,20230409,20231001
alvaj004,Alvarado,Jose,L,L,PHI,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20231024
alvay001,Alvarez,Yordan,L,R,HOU,125,0,0,0,0,0,0,0,0,42,0,0,42,82,1,0,20230330,20231023
alzoa001,Alzolay,Adbert,R,R,CHN,58,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230929
amayj001,Amaya,Jacob,R,R,MIA,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,20230618,20230625
amaym001,Amaya,Miguel,R,R,CHN,53,0,0,0,41,0,0,0,0,0,0,0,0,9,9,0,20230504,20231001
andeb006,Anderson,Brian,R,R,MIL,96,0,0,0,0,0,0,70,0,0,0,39,39,4,5,0,20230330,20230927
andec001,Anderson,Chase,R,R,COL,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,20230516,20230926
andec001,Anderson,Chase,R,R,TBA,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20230503,20230509
andeg002,Anderson,Grant,R,R,TEX,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,20230530,20230825
anden001,Anderson,Nick,R,R,ATL,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230707
andet001,Anderson,Tim,R,R,CHA,123,0,0,0,0,0,2,0,119,0,0,0,0,0,2,1,20230330,20230930
andet002,Anderson,Tyler,L,L,ANA,27,27,25,2,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230916
andrc002,Andrews,Clayton,L,L,MIL,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20230701,20230929
andre001,Andrus,Elvis,R,R,CHA,112,0,0,0,0,0,63,3,52,0,0,0,0,1,2,2,20230330,20231001
andum001,Andujar,Miguel,R,R,PIT,30,0,0,0,0,0,0,0,0,1,0,18,19,6,7,1,20230429,20231001
antot001,Antone,Tejay,R,R,CIN,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,20230902,20230913
aranj001,Aranda,Jonathan,L,R,TBA,35,0,0,0,0,11,4,2,0,0,0,0,0,12,11,0,20230708,20231003
arauj001,Arauz,Jonathan,B,R,NYN,27,0,0,0,0,0,7,15,5,0,0,0,0,0,1,0,20230802,20230917
arcio002,Arcia,Orlando,R,R,ATL,143,0,0,0,0,0,0,0,143,0,0,0,0,0,2,0,20230330,20231012
arcio002,Arcia,Orlando,R,R,NLS,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20230711,20230711
arenn001,Arenado,Nolan,R,R,NLS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20230711,20230711
arenn001,Arenado,Nolan,R,R,SLN,144,0,0,0,0,0,0,128,0,0,0,0,0,15,1,0,20230330,20230921
ariag002,Arias,Gabriel,R,R,CLE,122,0,0,0,0,35,1,14,53,0,0,19,19,2,7,14,20230331,20230926
armss001,Armstrong,Shawn,R,R,TBA,40,40,6,34,0,0,0,0,0,0,0,0,0,0,0,0,20230604,20231004
arozr001,Arozarena,Randy,R,R,ALS,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20230711,20230711
arozr001,Arozarena,Randy,R,R,TBA,153,0,0,0,0,0,0,0,0,141,0,0,141,12,2,0,20230330,20231004
arral001,Arraez,Luis,L,R,MIA,149,0,0,0,0,12,136,0,0,0,0,0,0,1,6,0,20230330,20231004
arral001,Arraez,Luis,L,R,NLS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20230711,20230711
arroc001,Arroyo,Christian,R,R,BOS,66,0,0,0,0,0,62,4,4,0,0,0,0,0,5,1,20230330,20230802
ashcg001,Ashcraft,Graham,L,R,CIN,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230901
assaj001,Assad,Javier,R,R,CHN,32,32,10,22,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230930
avilp001,Avila,Pedro,R,R,SDN,14,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,20230702,20231001
azocj001,Azocar,Jose,R,R,SDN,55,0,0,0,0,0,0,0,0,9,17,21,44,2,7,10,20230331,20231001
bachs001,Bachman,Sam,R,R,ANA,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20230526,20230703
badda001,Baddoo,Akil,L,L,DET,112,0,0,0,0,0,0,0,0,96,5,5,100,5,15,6,20230408,20231001
badeh001,Bader,Harrison,R,R,CIN,14,0,0,0,0,0,0,0,0,0,12,0,12,2,1,4,20230901,20230917
badeh001,Bader,Harrison,R,R,NYA,84,0,0,0,0,0,0,0,0,0,83,0,83,0,4,0,20230502,20230830
bae-j001,Bae,Ji Hwan,L,R,PIT,111,0,0,0,0,0,64,0,3,0,62,0,62,0,7,4,20230330,20231001
baezj001,Baez,Javier,R,R,DET,136,0,0,0,0,0,0,0,130,0,0,0,0,5,4,0,20230330,20231001
bailp001,Bailey,Patrick,B,R,SFN,97,0,0,0,94,0,0,0,0,0,0,0,0,1,5,0,20230519,20230930
bakeb001,Baker,Bryan,R,R,BAL,47,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231008
bakel001,Baker,Luken,R,R,SLN,33,0,0,0,0,12,0,0,0,0,0,0,0,17,5,0,20230604,20231001
balaj001,Balazovic,Jordan,R,R,MIN,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,20230618,20230819
banda001,Banda,Anthony,L,L,WAS,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230429
bankt001,Banks,Tanner,R,L,CHA,32,32,3,29,0,0,0,0,0,0,0,0,0,0,0,0,20230415,20230930
bannr001,Bannon,Rylan,R,R,HOU,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20230428,20230430
bardd001,Bard,Daniel,R,R,COL,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,20230419,20230926
barlj001,Barlow,Joe,R,R,TEX,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20230517,20230701
barls001,Barlow,Scott,R,R,KCA,38,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230729
barls001,Barlow,Scott,R,R,SDN,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,20230802,20231001
barna001,Barnes,Austin,R,R,LAN,60,0,0,0,53,0,1,0,0,0,0,0,0,1,7,0,20230401,20231011
barnj002,Barnes,Jacob,R,R,SLN,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20230822,20230929
barnm001,Barnes,Matt,R,R,MIA,24,24,1,23,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230601
barnt001,Barnhart,Tucker,L,R,CHN,47,4,0,4,42,0,0,0,0,0,0,0,0,0,1,0,20230401,20230816
barrj003,Barria,Jaime,R,R,ANA,34,34,6,28,0,0,0,0,0,0,0,0,0,0,0,0,20230404,20230925
barrk002,Barraclough,Kyle,R,R,BOS,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230811,20230828
barrt004,Barrera,Tres,R,R,SLN,6,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,20230506,20230524
bartj003,Bart,Joey,R,R,SFN,30,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,20230330,20230911
basao001,Basabe,Osleivis,R,R,TBA,31,0,0,0,0,0,4,5,20,1,0,2,3,0,2,3,20230813,20231001
bassa001,Bass,Anthony,R,R,TOR,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230605
bassc001,Bassitt,Chris,R,R,TOR,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230928
battm001,Batten,Matthew,R,R,SDN,43,0,0,0,0,6,17,17,2,0,0,0,0,2,3,2,20230708,20231001
battp001,Battenfield,Peyton,R,R,CLE,7,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,20230412,20230517
batyb001,Baty,Brett,L,R,NYN,108,0,0,0,0,0,0,100,0,1,0,0,1,4,8,0,20230417,20231001
bauej001,Bauers,Jake,L,L,NYA,84,0,0,0,0,22,0,0,0,23,0,33,52,2,13,0,20230429,20230930
baumm001,Baumann,Mike,R,R,BAL,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230921
bautf001,Bautista,Felix,R,R,ALS,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20230711,20230711
bautf001,Bautista,Felix,R,R,BAL,56,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230825
bazae001,Bazardo,Eduard,R,R,BAL,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230706,20230716
bazae001,Bazardo,Eduard,R,R,SEA,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20230819,20230930
beatm001,Beaty,Matt,L,R,KCA,26,0,0,0,0,15,0,0,0,0,0,2,2,6,7,0,20230618,20230906
beatm001,Beaty,Matt,L,R,SFN,4,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,20230330,20230417
beckt002,Beck,Tristan,R,R,SFN,33,33,3,30,0,0,0,0,0,0,0,0,0,0,0,0,20230420,20230930
bednd001,Bednar,David,L,R,PIT,66,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231001
beekj001,Beeks,Jalen,L,L,TBA,30,30,8,22,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230920
bella001,Bellatti,Andrew,R,R,PHI,27,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230911
bellb002,Bello,Brayan,R,R,BOS,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,20230417,20230927
bellc002,Bellinger,Cody,L,L,CHN,130,0,0,0,0,59,0,0,0,0,84,0,84,3,2,0,20230330,20230930
bellj005,Bell,Josh,B,R,CLE,97,0,0,0,0,30,0,0,0,0,0,0,0,66,2,0,20230330,20230731
bellj005,Bell,Josh,B,R,MIA,55,0,0,0,0,32,0,0,0,0,0,0,0,23,0,0,20230802,20231004
beltb001,Belt,Brandon,L,L,TOR,105,0,0,0,0,29,0,0,0,0,0,0,0,71,6,0,20230330,20231004
bemba001,Bemboom,Anthony,L,R,BAL,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20230403,20230702
benia002,Benintendi,Andrew,L,L,CHA,151,0,0,0,0,0,0,0,0,147,0,0,147,2,3,3,20230330,20230929
bensw001,Benson,Will,L,L,CIN,108,0,0,0,0,0,0,0,0,46,4,54,97,5,14,5,20230330,20231001
bernb001,Bernardino,Brennan,L,L,BOS,55,55,6,49,0,0,0,0,0,0,0,0,0,0,0,0,20230424,20231001
berrj001,Berrios,Jose,R,R,TOR,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,20230403,20231004
berrp001,Berroa,Prelander,R,R,SEA,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20230721,20231001
bertj001,Berti,Jon,R,R,MIA,135,0,0,0,0,0,15,41,66,19,0,1,20,1,20,4,20230330,20231004
bethc001,Bethancourt,Christian,R,R,TBA,105,1,0,1,103,0,0,0,0,0,0,0,0,1,2,0,20230330,20231003
bettm001,Betts,Mookie,R,R,LAN,155,0,0,0,0,0,73,0,16,0,0,110,110,0,1,0,20230330,20231011
bettm001,Betts,Mookie,R,R,NLS,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20230711,20230711
bibet001,Bibee,Tanner,R,R,CLE,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20230426,20230916
bichb001,Bichette,Bo,R,R,ALS,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20230711,20230711
bichb001,Bichette,Bo,R,R,TOR,137,0,0,0,0,0,0,0,132,0,0,0,0,5,1,0,20230330,20231004
bickp001,Bickford,Phil,R,R,LAN,36,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230728
bickp001,Bickford,Phil,R,R,NYN,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,20230802,20230930
bidoo001,Bido,Osvaldo,R,R,PIT,16,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,20230614,20231001
biebs001,Bieber,Shane,R,R,CLE,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230927
bielb001,Bielak,Brandon,L,R,HOU,15,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,20230501,20230824
biggc002,Biggio,Cavan,L,R,TOR,113,0,0,0,0,20,51,13,1,1,0,27,28,7,16,12,20230330,20231004
birdj001,Bird,Jake,R,R,COL,70,70,3,67,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231001
blacc001,Blackmon,Charlie,L,L,COL,96,0,0,0,0,0,0,0,0,0,0,30,30,61,7,0,20230330,20231001
blacp001,Blackburn,Paul,R,R,OAK,21,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,20230529,20230926
blact002,Blach,Ty,R,L,COL,20,20,13,7,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230929
bland001,Blanco,Dairon,R,R,KCA,69,0,0,0,0,0,0,0,0,35,9,24,61,4,0,15,20230612,20231001
blanr001,Blanco,Ronel,R,R,HOU,17,17,7,10,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230826
blant002,Blankenhorn,Travis,L,R,WAS,10,0,0,0,0,0,0,0,0,8,0,3,10,0,0,0,20230901,20230914
bledj001,Bleday,JJ,L,L,OAK,82,0,0,0,0,0,0,0,0,39,28,12,75,5,6,0,20230503,20231001
bleir001,Bleier,Richard,L,L,BOS,27,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230806
bogax001,Bogaerts,Xander,R,R,SDN,155,0,0,0,0,0,0,0,146,0,0,0,0,8,1,0,20230330,20231001
bohma001,Bohm,Alec,R,R,PHI,158,0,0,0,0,80,0,103,0,0,0,0,0,3,3,0,20230330,20231024
boltc001,Bolton,Cody,R,R,PIT,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20230429,20230930
borur001,Borucki,Ryan,L,L,PIT,38,38,2,36,0,0,0,0,0,0,0,0,0,0,0,0,20230619,20230929
boucs001,Bouchard,Sean,R,R,COL,21,0,0,0,0,0,0,0,0,4,0,12,16,1,3,3,20230901,20231001
bousc001,Boushley,Caleb,R,R,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20230929,20230929
bowlj001,Bowlan,Jonathan,R,R,KCA,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20230927,20230929
bowmm001,Bowman,Matthew,R,R,NYA,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230912,20230929
boxbb001,Boxberger,Brad,R,R,CHN,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230921
boydm001,Boyd,Matt,L,L,DET,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20230403,20230626
boylj001,Boyle,Joe,R,R,OAK,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20230917,20230930
bracs001,Bracho,Silvino,R,R,CIN,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20230514,20230624
brada001,Bradley,Archie,R,R,MIA,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20230613,20230630
bradc003,Bradford,Cody,L,L,TEX,25,25,8,17,0,0,0,0,0,0,0,0,0,0,0,0,20230515,20231031
bradj001,Bradley,Jackie,L,R,KCA,43,0,0,0,0,0,0,0,0,6,29,10,43,0,1,4,20230402,20230607
bradk001,Bradish,Kyle,R,R,BAL,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,20230403,20231007
bradt002,Bradley,Taj,R,R,TBA,23,23,21,2,0,0,0,0,0,0,0,0,0,0,0,0,20230412,20231001
branm003,Brantley,Michael,L,L,HOU,23,0,0,0,0,0,0,0,0,17,0,0,17,5,2,0,20230829,20231023
brasm001,Brash,Matt,R,R,SEA,78,78,0,78,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230930
brasr001,Brasier,Ryan,R,R,BOS,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230514
brasr001,Brasier,Ryan,R,R,LAN,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,20230621,20231009
brazh001,Brazoban,Huascar,R,R,MIA,51,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231003
brebj001,Brebbia,John,L,R,SFN,40,40,10,30,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231001
brega001,Bregman,Alex,R,R,HOU,172,0,0,0,0,0,0,171,0,0,0,0,0,1,0,0,20230330,20231023
brenw002,Brennan,Will,L,L,CLE,138,0,0,0,0,0,0,0,0,7,11,110,121,4,19,3,20230330,20231001
brewc002,Brewer,Colten,R,R,NYA,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230413
bridj001,Bride,Jonah,R,R,OAK,40,0,0,0,0,5,0,27,0,0,0,0,0,6,8,0,20230529,20230906
brieb001,Brieske,Beau,R,R,DET,25,25,1,24,0,0,0,0,0,0,0,0,0,0,0,0,20230715,20230930
brigj002,Brigham,Jeff,R,R,NYN,37,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,20230418,20230921
brisb001,Bristo,Braden,R,R,DET,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20230530,20230614
brisb001,Bristo,Braden,R,R,TBA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20230413,20230413
britj003,Brito,Jhony,R,R,NYA,25,25,13,12,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20231001
brogc001,Brogdon,Connor,R,R,PHI,27,27,1,26,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230604
brosm001,Brosseau,Mike,R,R,MIL,29,3,0,3,0,4,1,20,0,0,0,0,0,2,4,1,20230401,20230604
browh001,Brown,Hunter,R,R,HOU,35,35,29,6,0,0,0,0,0,0,0,0,0,0,0,0,20230403,20231023
brows003,Brown,Seth,L,L,OAK,112,0,0,0,0,17,0,0,0,25,0,56,77,19,20,0,20230330,20230928
bruij001,Bruihl,Justin,L,L,COL,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20230811,20230824
bruij001,Bruihl,Justin,L,L,LAN,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20230417,20230725
brujv001,Brujan,Vidal,B,R,TBA,37,0,0,0,0,0,15,4,8,0,0,6,6,0,2,8,20230408,20230913
bryak001,Bryant,Kris,R,R,COL,80,0,0,0,0,7,0,0,0,1,0,46,47,25,1,0,20230330,20231001
bubik001,Bubic,Kris,L,L,KCA,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20230404,20230415
bukaj001,Bukauskas,J. B.,R,R,MIL,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20230703,20230924
bukaj001,Bukauskas,J. B.,R,R,SEA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20230409,20230409
bumgm001,Bumgarner,Madison,R,L,ARI,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230419
bumma001,Bummer,Aaron,L,L,CHA,61,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230928
burdn001,Burdi,Nick,R,R,CHN,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230516,20230520
burdp001,Burdick,Peyton,R,R,MIA,14,0,0,0,0,0,0,0,0,1,3,11,13,0,1,1,20230503,20230521
burdz001,Burdi,Zack,R,R,TBA,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230426,20230523
burgj001,Burger,Jake,R,R,CHA,88,0,0,0,0,5,5,53,0,0,0,0,0,25,6,0,20230406,20230730
burgj001,Burger,Jake,R,R,MIA,55,0,0,0,0,0,0,51,0,0,0,0,0,4,0,0,20230802,20231004
burkb001,Burke,Brock,L,L,TEX,55,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231031
burla001,Burleson,Alec,L,L,SLN,107,2,0,2,0,17,0,0,0,44,0,13,54,24,24,0,20230401,20230919
burnc002,Burnes,Corbin,R,R,MIL,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231003
buscm003,Busch,Michael,L,R,LAN,27,0,0,0,0,4,1,13,0,1,0,0,1,8,3,0,20230425,20230907
busea001,Busenitz,Alan,R,R,CIN,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20230514,20231001
bushm001,Bush,Matt,R,R,MIL,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230630
butll001,Butler,Lawrence,L,R,OAK,42,0,0,0,0,0,0,0,0,0,41,2,42,0,5,0,20230811,20231001
buttj001,Butto,Jose,R,R,NYN,9,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,20230416,20231001
buxtb001,Buxton,Byron,R,R,MIN,86,0,0,0,0,0,0,0,0,0,0,0,0,80,6,0,20230330,20231011
cabaj001,Caballero,Jose,R,R,SEA,104,0,0,0,0,0,64,9,21,1,0,0,1,7,10,15,20230415,20231001
cabbt001,Cabbage,Trey,L,R,ANA,22,0,0,0,0,9,0,0,0,3,2,6,10,0,4,1,20230714,20230909
cabre003,Cabrera,Edward,R,R,MIA,22,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230929
cabrg001,Cabrera,Genesis,L,L,SLN,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,20230409,20230715
cabrg001,Cabrera,Genesis,L,L,TOR,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,20230724,20231003
cabrm001,Cabrera,Miguel,R,R,DET,98,0,0,0,0,1,0,0,0,0,0,0,0,96,3,0,20230330,20231001
cabro002,Cabrera,Oswaldo,B,R,NYA,115,0,0,0,0,1,6,15,5,51,1,49,92,3,5,9,20230330,20231001
cacek001,Caceres,Kelvin,R,R,ANA,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20230927,20230930
calhk001,Calhoun,Kole,L,L,CLE,43,0,0,0,0,25,0,0,0,0,0,3,3,14,2,0,20230805,20230930
